FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184231627
FB:FD:2A:A8:E2:BE,-47,8841457b1bc83a87,1723184235241
FB:FD:2A:A8:E2:BE,-46,8841457b1bc83a87,1723184238896
FB:FD:2A:A8:E2:BE,-50,8841457b1bc83a87,1723184243754
FB:FD:2A:A8:E2:BE,-48,8841457b1bc83a87,1723184248612
FB:FD:2A:A8:E2:BE,-49,8841457b1bc83a87,1723184252256
FB:FD:2A:A8:E2:BE,-47,8841457b1bc83a87,1723184255891
FB:FD:2A:A8:E2:BE,-49,8841457b1bc83a87,1723184259549
FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184268029
FB:FD:2A:A8:E2:BE,-48,8841457b1bc83a87,1723184272879
FB:FD:2A:A8:E2:BE,-48,8841457b1bc83a87,1723184283816
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723184288663
FB:FD:2A:A8:E2:BE,-50,8841457b1bc83a87,1723184297158
FB:FD:2A:A8:E2:BE,-48,8841457b1bc83a87,1723184305642
FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184309282
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723184323846
FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184329918
FB:FD:2A:A8:E2:BE,-47,8841457b1bc83a87,1723184333564
FB:FD:2A:A8:E2:BE,-67,8841457b1bc83a87,1723184346949
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723184350596
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723184376095
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723184379734
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723184393076
FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184408872
FB:FD:2A:A8:E2:BE,-46,8841457b1bc83a87,1723184414936
FB:FD:2A:A8:E2:BE,-65,8841457b1bc83a87,1723184440419
FB:FD:2A:A8:E2:BE,-45,8841457b1bc83a87,1723184446494
FB:FD:2A:A8:E2:BE,-59,8841457b1bc83a87,1723184461052
FB:FD:2A:A8:E2:BE,-58,8841457b1bc83a87,1723184467136
FB:FD:2A:A8:E2:BE,-68,8841457b1bc83a87,1723184481694
FB:FD:2A:A8:E2:BE,-47,8841457b1bc83a87,1723184487760
FB:FD:2A:A8:E2:BE,-61,8841457b1bc83a87,1723184839360
FB:FD:2A:A8:E2:BE,-62,8841457b1bc83a87,1723184842997
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723186823713
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723442252263
FB:FD:2A:A8:E2:BE,-48,8841457b1bc83a87,1723442255892
FB:FD:2A:A8:E2:BE,-40,8841457b1bc83a87,1723442265134
FB:FD:2A:A8:E2:BE,-53,8841457b1bc83a87,1723442266351
FB:FD:2A:A8:E2:BE,-59,8841457b1bc83a87,1723446117260
FB:FD:2A:A8:E2:BE,-67,8841457b1bc83a87,1723446120543
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723446123865
FB:FD:2A:A8:E2:BE,-55,8841457b1bc83a87,1723446127176
FB:FD:2A:A8:E2:BE,-51,8841457b1bc83a87,1723446130499
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723446134924
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723446138253
FB:FD:2A:A8:E2:BE,-71,8841457b1bc83a87,1723446141583
FB:FD:2A:A8:E2:BE,-57,8841457b1bc83a87,1723446144898
FB:FD:2A:A8:E2:BE,-56,8841457b1bc83a87,1723446148230
FB:FD:2A:A8:E2:BE,-62,8841457b1bc83a87,1723446151533
FB:FD:2A:A8:E2:BE,-53,8841457b1bc83a87,1723446154836
FB:FD:2A:A8:E2:BE,-56,8841457b1bc83a87,1723446158150
FB:FD:2A:A8:E2:BE,-62,8841457b1bc83a87,1723446161464
FB:FD:2A:A8:E2:BE,-52,8841457b1bc83a87,1723446165886
FB:FD:2A:A8:E2:BE,-58,8841457b1bc83a87,1723446169202
FB:FD:2A:A8:E2:BE,-62,8841457b1bc83a87,1723446172510
FB:FD:2A:A8:E2:BE,-64,8841457b1bc83a87,1723446175821
FB:FD:2A:A8:E2:BE,-68,8841457b1bc83a87,1723446179134
FB:FD:2A:A8:E2:BE,-97,8841457b1bc83a87,1723447556170
FB:FD:2A:A8:E2:BE,-98,8841457b1bc83a87,1723447595922
FB:FD:2A:A8:E2:BE,-98,8841457b1bc83a87,1723447600354
FB:FD:2A:A8:E2:BE,-75,8841457b1bc83a87,1723448218616
FB:FD:2A:A8:E2:BE,-73,8841457b1bc83a87,1723448223445
